order_id,payload,A_feasible,A_score,A_truck_dist,A_uav_dist,A_energy,A_time,A_completion_time,A_reward,A_penalty,B_feasible,B_score,B_truck_dist,B_uav_dist,B_energy,B_time,B_completion_time,B_wait,B_reward,B_launch,B_recover,B_failure_reason,C_feasible,C_best_score,C_best_drone,C_launch,C_recover,C_completion_time,C_reward,C_failure_reason,best_local_mode
ORD-STATIC-01,1.73,True,37.579550394883974,2505.3033596589316,0.0,37.579550394883974,0.0,222.71564305068705,0.0,0.0,True,-362.2440546937193,2198.802150909197,2672.5059218186952,33.088983196713386,0.0,154.76888047477038,4.666962109567294,400.0,DEP-TEST-01,STA-TEST-10,,True,0.10695093307543306,UAV-TEST-04,DEP-TEST-01,STA-TEST-10,144.76888047477038,0.0,,B
ORD-STATIC-02,16.03,True,43.82245567244869,2921.4970448299123,0.0,43.82245567244869,0.0,254.73054190999326,0.0,0.0,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,payload_exceed,False,,,,,0.0,0.0,payload_exceed,A
ORD-STATIC-03,4.12,True,58.06880776881887,3871.253851254591,0.0,58.06880776881887,0.0,327.7887577888147,0.0,0.0,True,-343.5238716955081,3608.1463681563396,3512.4866363921637,54.80503731847717,0.0,258.00682591532365,1.6710909860147467,400.0,DEP-TEST-01,STA-TEST-04,,True,0.6828417961320759,UAV-TEST-09,DEP-TEST-01,STA-TEST-04,248.00682591532365,0.0,,B
ORD-STATIC-04,1.6,True,46.474454014628044,3098.2969343085365,0.0,46.474454014628044,0.0,268.33053340834897,0.0,0.0,True,-350.3790717656646,3201.1001841678703,1677.4278220592155,48.323602561578404,0.0,234.17957586078313,1.2973256727570117,400.0,STA-TEST-05,STA-TEST-06,,True,0.1073907988403079,UAV-TEST-04,DEP-TEST-01,STA-TEST-06,155.29475591486295,0.0,,B
ORD-STATIC-05,1.72,True,4.444821513326832,296.32143422178876,0.0,4.444821513326832,0.0,52.793956478599135,0.0,0.0,True,-380.45832199434017,1174.8335980334714,1018.9132765505603,17.65891695983678,0.0,54.65266501540601,1.8827610458230808,400.0,DEP-TEST-01,STA-TEST-07,,True,0.019901366845244566,UAV-TEST-04,DEP-TEST-01,DEP-TEST-01,44.65266501540601,0.0,,B
ORD-STATIC-06,14.29,True,59.91362232632082,3994.241488421388,0.0,59.91362232632082,0.0,337.2493452631837,0.0,0.0,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,payload_exceed,False,,,,,0.0,0.0,payload_exceed,A
ORD-STATIC-07,10.09,True,60.621620859532435,4041.4413906354957,0.0,60.621620859532435,0.0,340.8801069719612,0.0,0.0,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,payload_exceed,False,,,,,0.0,0.0,payload_exceed,A
ORD-STATIC-08,12.94,True,43.61783031681449,2907.8553544542992,0.0,43.61783031681449,0.0,253.68118111186917,0.0,0.0,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,payload_exceed,False,,,,,0.0,0.0,payload_exceed,A
ORD-STATIC-09,4.77,True,49.6114767132708,3307.4317808847195,0.0,49.6114767132708,0.0,284.4178292988246,0.0,0.0,True,-340.08409725255694,3767.040895404495,2453.918469398212,56.97623807990889,0.0,255.65782449943154,2.939664667534146,400.0,STA-TEST-07,STA-TEST-04,,True,0.5978106204898063,UAV-TEST-09,DEP-TEST-01,STA-TEST-03,206.15183253521786,0.0,,B
ORD-STATIC-10,8.02,True,49.10862085686784,3273.9080571245227,0.0,49.10862085686784,0.0,281.83908131727094,0.0,0.0,True,-343.64891406195267,3701.9489651645476,1360.4475035696514,55.80354153805893,0.0,269.27054737222875,0.5475443999883964,400.0,STA-TEST-02,STA-TEST-04,,True,0.6065790124706768,UAV-TEST-09,DEP-TEST-01,STA-TEST-04,208.52794976631444,0.0,,B
TRUCKONLY-20260424-01,10.970505,True,27.21340563258708,1814.2270421724718,0.0,27.21340563258708,0.0,169.55592632095937,0.0,0.0,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,payload_exceed,False,,,,,0.0,0.0,payload_exceed,A
TRUCKONLY-20260424-02,11.406423,True,35.20815288327793,2347.210192218529,0.0,35.20815288327793,0.0,210.55463017065605,0.0,0.0,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,payload_exceed,False,,,,,0.0,0.0,payload_exceed,A
