gen,best,avg,median,worst,feasible_count,hard_feasible_count,soft_penalty_count,A_count,B_count,C_count,individuals_with_B,individuals_with_C,individuals_all_A,b_success,b_infeasible,b_repaired,c_success,c_infeasible,c_repaired,best_A_count,best_B_count,best_C_count,truck_distance,uav_distance,energy,plan_completion_time,air_ground_reward,penalty,elapsed,avg_B_candidate_score,b_candidate_accepted_count,b_decoded_success_count,b_failure_reasons,b_gene_count_in_population,b_individual_count,best_B_candidate_score,c_candidate_accepted_count,c_decoded_success_count,c_failure_reasons,c_gene_count_in_population,closure_route_cost,delay_cost,drone_reuse_penalty,early_stop_reason,early_stop_triggered,energy_cost,final_return_penalty,future_objective,future_route_proximity_reward,future_station_coverage_reward,future_terminal_penalty,infeasible_penalty,last_improvement_gen,min_fitness,mutation_b_added,mutation_b_removed,no_improvement_count,orders_where_B_feasible,population_size,raw_truck_distance,raw_uav_distance,repair_penalty,residual_cost,seconds_per_generation,station_queue_penalty,time_cost,total_fitness,truck_distance_cost,uav_distance_cost,unserved_penalty,waiting_cost
88,1987.097774993099,212868.03027893024,205201.47747597884,803334.2926689099,7,7,113,2702,759,379,120,117,0,662,97,0,281,98,192,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,6670.273580789566,-321.98871739197943,662,662,{'payload_exceed': 97},759,120,-362.2440546937193,281,281,"{'payload_exceed': 53, 'drone_not_at_independent_node': 45}",379,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,13617,4834,37,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,78.8283760547638,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
89,1987.097774993099,205857.73975648623,204480.463235891,805237.3112619845,8,8,112,2666,770,404,120,118,0,668,102,0,307,97,203,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,6720.745873212814,-322.0177653651677,668,668,{'payload_exceed': 102},770,120,-367.68261777417257,307,307,"{'payload_exceed': 44, 'drone_not_at_independent_node': 53}",404,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,13769,4889,38,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,50.46450686454773,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
90,1987.097774993099,193957.1350205952,203486.1557342008,605426.5465671907,6,6,114,2718,732,390,120,115,0,643,89,0,290,100,183,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,6772.067502737045,-322.0776067179383,643,643,{'payload_exceed': 89},732,120,-380.45426485281433,290,290,"{'payload_exceed': 54, 'drone_not_at_independent_node': 46}",390,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,13911,4953,39,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,51.32162857055664,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
91,1987.097774993099,231599.36854031577,206738.99067718556,1179009.5044175447,7,7,113,2675,774,391,120,116,0,674,100,0,271,120,180,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,6826.173966169357,-320.92250598437636,674,674,{'payload_exceed': 100},774,120,-365.3024847587859,271,271,"{'drone_not_at_independent_node': 57, 'payload_exceed': 63}",391,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,14083,5018,40,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,54.106454849243164,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
92,1987.097774993099,229401.7072363715,205439.98340248084,821774.4007263898,7,7,113,2651,766,423,120,118,0,661,105,0,306,117,205,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,6882.966837406158,-322.00868647769187,661,661,{'payload_exceed': 105},766,120,-372.95501650080746,306,306,"{'payload_exceed': 69, 'drone_not_at_independent_node': 48}",423,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,14237,5079,41,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,56.7935791015625,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
93,1987.097774993099,215550.1638997295,204692.47883957776,706335.7991034931,7,7,113,2635,776,429,120,119,0,684,92,0,304,125,208,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,6938.067452669144,-321.98043771902104,684,684,{'payload_exceed': 92},776,120,-380.4542648528141,304,304,"{'payload_exceed': 70, 'drone_not_at_independent_node': 55}",429,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,14395,5147,42,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,55.09992074966431,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
94,1987.097774993099,209555.8022262032,204930.2461218526,783480.5303822882,8,8,112,2676,751,413,120,116,0,655,96,0,300,113,186,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,6990.3871603012085,-323.0264321728975,655,655,{'payload_exceed': 96},751,120,-372.95501650080746,300,300,"{'payload_exceed': 66, 'drone_not_at_independent_node': 47}",413,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,14527,5215,43,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,52.31804966926575,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
95,1987.097774993099,201414.87635116506,203839.0827675992,889534.1774532703,8,8,112,2732,716,392,120,115,0,621,95,0,288,104,177,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,7044.735517501831,-322.3049444906167,621,621,{'payload_exceed': 95},716,120,-362.8317608823127,288,288,"{'payload_exceed': 69, 'drone_not_at_independent_node': 35}",392,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,14674,5271,44,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,54.351560831069946,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
96,1987.097774993099,186323.16654539382,205127.60616505466,528933.2519960636,9,9,111,2756,686,398,120,117,0,604,82,0,289,109,178,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,7100.74124789238,-317.48935538198685,604,604,{'payload_exceed': 82},686,120,-360.9107132724996,289,289,"{'payload_exceed': 61, 'drone_not_at_independent_node': 48}",398,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,14822,5340,45,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,56.004194498062134,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
97,1987.097774993099,207871.5586022237,204551.8975960409,651583.9593343621,8,8,112,2685,744,411,120,116,0,645,99,0,313,98,197,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,7160.7267961502075,-319.96047581598685,645,645,{'payload_exceed': 99},744,120,-356.083302336087,313,313,"{'drone_not_at_independent_node': 53, 'payload_exceed': 45}",411,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,15006,5406,46,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,59.975932121276855,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
98,1987.097774993099,210929.33833309932,205342.07684740116,901311.4465035334,8,8,112,2632,784,424,120,119,0,697,87,0,311,113,192,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,7220.402060031891,-323.33614739261054,697,697,{'payload_exceed': 87},784,120,-380.45426485281433,311,311,"{'drone_not_at_independent_node': 61, 'payload_exceed': 52}",424,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,15160,5446,47,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,59.67467284202576,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
99,1987.097774993099,231596.89480201303,206021.4193077384,729778.276285294,8,8,112,2601,810,429,120,118,0,707,103,0,310,119,200,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,7287.032195091248,-323.9612820488859,707,707,{'payload_exceed': 103},810,120,-380.45426485281433,310,310,"{'drone_not_at_independent_node': 56, 'payload_exceed': 63}",429,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,15316,5520,48,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,66.62995529174805,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
100,1987.097774993099,216780.99702642317,204599.71196572587,757806.0713979087,9,9,111,2661,782,397,120,115,0,693,89,0,288,109,191,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,7319.312107801437,-318.9809297691791,693,693,{'payload_exceed': 89},782,120,-359.9996914083584,288,288,"{'drone_not_at_independent_node': 43, 'payload_exceed': 66}",397,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,15459,5595,48,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,32.281095027923584,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
