gen,best,avg,median,worst,feasible_count,hard_feasible_count,soft_penalty_count,A_count,B_count,C_count,individuals_with_B,individuals_with_C,individuals_all_A,b_success,b_infeasible,b_repaired,c_success,c_infeasible,c_repaired,best_A_count,best_B_count,best_C_count,truck_distance,uav_distance,energy,plan_completion_time,air_ground_reward,penalty,elapsed,avg_B_candidate_score,b_candidate_accepted_count,b_decoded_success_count,b_failure_reasons,b_gene_count_in_population,b_individual_count,best_B_candidate_score,c_candidate_accepted_count,c_decoded_success_count,c_failure_reasons,c_gene_count_in_population,closure_route_cost,delay_cost,drone_reuse_penalty,early_stop_reason,early_stop_triggered,energy_cost,final_return_penalty,future_objective,future_route_proximity_reward,future_station_coverage_reward,future_terminal_penalty,infeasible_penalty,last_improvement_gen,min_fitness,mutation_b_added,mutation_b_removed,no_improvement_count,orders_where_B_feasible,population_size,raw_truck_distance,raw_uav_distance,repair_penalty,residual_cost,seconds_per_generation,station_queue_penalty,time_cost,total_fitness,truck_distance_cost,uav_distance_cost,unserved_penalty,waiting_cost
18,3365.1971533079077,253292.69433945528,222243.62702477077,851013.3260213026,0,0,120,2597,750,493,119,120,0,651,99,0,357,136,258,24,4,4,72927.48417402669,21420.53969485848,1095.8280406269935,6711.072903722204,1600.0,2002.0,1921.3948616981506,-314.6313341980923,651,651,{'payload_exceed': 99},750,119,-366.3308309382554,357,357,"{'drone_not_at_independent_node': 79, 'payload_exceed': 57}",493,0.0,0.0,0.0,,False,1095.8280406269935,0.0,-1638.800553578725,775.2215678038805,900.0,36.42101422515557,0.0,13,3365.1971533079077,2848,869,5,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,72927.48417402669,21420.53969485848,2000.0,-9.094947017729282e-13,54.15701866149902,2.0,3355.536451861102,3365.1971533079077,0.0,0.0,0.0,150.63321439853735
19,3023.3718412069097,258054.8947680398,256150.90647825837,672938.7454613147,0,0,120,2574,752,514,119,120,0,658,94,0,369,145,269,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,1990.497077703476,-315.4595496007362,658,658,{'payload_exceed': 94},752,119,-374.55852656232713,369,369,"{'payload_exceed': 69, 'drone_not_at_independent_node': 76}",514,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,3014,923,0,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,82831.83461493159,28697.06697592082,1000.0,0.0,69.10262799263,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
20,3023.3718412069097,266280.42608777597,257096.93702123623,682430.7374150684,0,0,120,2587,714,539,120,120,0,613,101,0,381,158,281,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,2053.9988009929657,-309.09699680192716,613,613,{'payload_exceed': 101},714,120,-356.9832804547159,381,381,"{'drone_not_at_independent_node': 84, 'payload_exceed': 74}",539,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,3165,995,1,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,82831.83461493159,28697.06697592082,1000.0,0.0,63.500720739364624,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
21,3023.3718412069097,260972.00810759503,236660.12493786524,754164.2912523816,0,0,120,2595,679,566,120,120,0,589,90,0,378,188,270,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,2120.0489032268524,-315.8432941243765,589,589,{'payload_exceed': 90},679,120,-369.71588395617863,378,378,"{'drone_not_at_independent_node': 120, 'payload_exceed': 68}",566,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,3304,1047,2,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",120,82831.83461493159,28697.06697592082,1000.0,0.0,66.05108714103699,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
22,3023.3718412069097,252499.2112341079,210956.08922341056,702227.4210936553,1,1,119,2623,684,533,120,120,0,584,100,0,372,161,263,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,2193.4919781684875,-313.78542537351393,584,584,{'payload_exceed': 100},684,120,-369.18171531628667,372,372,"{'payload_exceed': 53, 'drone_not_at_independent_node': 108}",533,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,3450,1110,3,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,82831.83461493159,28697.06697592082,1000.0,0.0,73.44258880615234,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
23,3023.3718412069097,279302.3715965203,261311.70210481057,1126298.4002635428,1,1,119,2597,715,528,120,119,0,611,104,0,370,158,243,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,2261.9002389907837,-317.60752975495365,611,611,{'payload_exceed': 104},715,120,-379.9421819841287,370,370,"{'drone_not_at_independent_node': 97, 'payload_exceed': 61}",528,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,3630,1145,4,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,82831.83461493159,28697.06697592082,1000.0,0.0,68.4072527885437,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
24,3023.3718412069097,231532.12558074223,211198.07376753693,709853.2549807879,1,1,119,2653,674,513,120,119,0,585,89,0,374,139,248,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,2342.991184234619,-316.61609670069805,585,585,{'payload_exceed': 89},674,120,-356.9832804547161,374,374,"{'drone_not_at_independent_node': 88, 'payload_exceed': 51}",513,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,3768,1204,5,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,82831.83461493159,28697.06697592082,1000.0,0.0,81.0857036113739,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
25,3023.3718412069097,216524.85515600053,205941.421517211,866507.8933138242,1,1,119,2644,685,511,120,120,0,598,87,0,373,138,262,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,2420.352635860443,-317.68017179482854,598,598,{'payload_exceed': 87},685,120,-372.9550165008077,373,373,"{'drone_not_at_independent_node': 87, 'payload_exceed': 51}",511,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,3932,1238,6,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,82831.83461493159,28697.06697592082,1000.0,0.0,77.36404728889465,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
26,3023.3718412069097,225612.49054022392,205989.25983962446,689770.3601443924,1,1,119,2682,649,509,120,120,0,563,86,0,374,135,255,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,2496.884550333023,-317.60490051462676,563,563,{'payload_exceed': 86},649,120,-369.4869317908742,374,374,"{'payload_exceed': 57, 'drone_not_at_independent_node': 78}",509,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,4082,1274,7,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,82831.83461493159,28697.06697592082,1000.0,0.0,76.53173851966858,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
27,3023.3718412069097,237483.07964768278,209155.3209624045,606868.7766236104,1,1,119,2641,686,513,120,119,0,594,92,0,363,150,250,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,2605.8993661403656,-316.15921126534727,594,594,{'payload_exceed': 92},686,120,-374.26920108205115,363,363,"{'payload_exceed': 69, 'drone_not_at_independent_node': 81}",513,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,4236,1323,8,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,82831.83461493159,28697.06697592082,1000.0,0.0,109.01209855079651,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
28,3023.3718412069097,229971.8571947134,209069.69006082127,882068.6910025557,1,1,119,2682,657,501,120,120,0,580,77,0,353,148,253,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,2691.673148393631,-318.6989910692991,580,580,{'payload_exceed': 77},657,120,-370.4102853379338,353,353,"{'payload_exceed': 68, 'drone_not_at_independent_node': 80}",501,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,4376,1377,9,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,82831.83461493159,28697.06697592082,1000.0,0.0,85.76108503341675,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
29,3023.3718412069097,229807.54440551295,213261.4961461799,727698.2836917038,1,1,119,2684,652,504,120,120,0,563,89,0,351,153,248,25,4,3,82831.83461493159,28697.06697592082,1244.2504083720996,7597.53072751765,1600.0,1001.0,2751.700600385666,-316.05892960773957,563,563,{'payload_exceed': 89},652,120,-370.4102853379338,351,351,"{'drone_not_at_independent_node': 90, 'payload_exceed': 63}",504,0.0,0.0,0.0,,False,1244.2504083720996,0.0,-1626.1753468764591,762.5963611016145,900.0,36.42101422515557,0.0,19,3023.3718412069097,4529,1423,10,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09']",120,82831.83461493159,28697.06697592082,1000.0,0.0,60.02645444869995,1.0,3798.765363758825,3023.3718412069097,0.0,0.0,0.0,205.53141595244438
30,2759.6335077533513,205809.1458869661,203925.6017138019,677989.4384019754,3,3,117,2726,666,448,120,119,0,577,89,0,338,110,222,29,2,1,86866.44145986713,4511.268228554592,1303.300513487227,7688.194569918619,800.0,0,2825.0779826641083,-311.737794415919,577,577,{'payload_exceed': 89},666,120,-369.18171531628667,338,338,"{'drone_not_at_independent_node': 65, 'payload_exceed': 45}",448,0.0,0.0,0.0,,False,1303.300513487227,0.0,-1637.7273574726598,768.7656461257285,900.0,31.038288653068644,0.0,30,2759.6335077533513,4690,1469,0,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86866.44145986713,4511.268228554592,0.0,0.0,73.37885522842407,0.0,3844.0972849593095,2759.6335077533513,0.0,0.0,0.0,49.96306677947473
31,2426.1312325826048,229684.51459444588,205767.98634423892,803746.8767581463,3,3,117,2712,645,483,120,120,0,545,100,0,357,126,237,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,2899.579127073288,-314.12200722537483,545,545,{'payload_exceed': 100},645,120,-361.56192636103316,357,357,"{'drone_not_at_independent_node': 71, 'payload_exceed': 55}",483,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,4854,1523,0,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,74.50167083740234,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
32,2426.1312325826048,184613.30140808504,179356.50781859824,539531.1016770483,3,3,117,2751,649,440,120,118,0,581,68,0,327,113,226,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,2975.490357875824,-316.3637032585315,581,581,{'payload_exceed': 68},649,120,-356.9832804547159,327,327,"{'drone_not_at_independent_node': 53, 'payload_exceed': 60}",440,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,5000,1569,1,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09']",120,91758.18716170534,20350.786383558774,0.0,0.0,75.90923523902893,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
33,2426.1312325826048,193768.9369193738,204444.8585159516,705117.5609492579,3,3,117,2778,615,447,120,119,0,531,84,0,328,119,217,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3062.684576511383,-312.2242642124438,531,531,{'payload_exceed': 84},615,120,-356.9832804547161,328,328,"{'payload_exceed': 54, 'drone_not_at_independent_node': 65}",447,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,5127,1622,2,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,87.19438672065735,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
34,2426.1312325826048,216775.48630322376,207130.0355773504,561644.6071104243,5,5,115,2798,606,436,120,119,0,521,85,0,313,123,203,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3135.6460440158844,-315.68481659594204,521,521,{'payload_exceed': 85},606,120,-361.5436413903087,313,313,"{'drone_not_at_independent_node': 58, 'payload_exceed': 65}",436,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,5294,1666,3,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,72.96029305458069,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
35,2426.1312325826048,203503.20818684908,204151.6106896348,603023.2140592163,3,3,117,2771,630,439,120,119,0,540,90,0,321,118,220,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3228.7882640361786,-316.76883368889816,540,540,{'payload_exceed': 90},630,120,-372.45018204848543,321,321,"{'drone_not_at_independent_node': 63, 'payload_exceed': 55}",439,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,5465,1707,4,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,93.14219665527344,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
